Location, month, day, year, average temp, max temp, min temp
Grand Rapids, 01, 01, 1945, 23.5, 33.1, 15.1
Grand Rapids, 01, 02, 1945, 10.5, 14.0, 9.0
Grand Rapids, 01, 03, 1945, 14.4, 23.0, 3.0
Grand Rapids, 01, 04, 1945, 13.7, 17.1, 12.0
Grand Rapids, 01, 05, 1945, 11.1, 15.1, 8.1
Grand Rapids, 01, 06, 1945, 8.5, 15.1, 6.1
Grand Rapids, 01, 07, 1945, 15.9, 19.9, 12.9
Grand Rapids, 01, 08, 1945, 24.6, 27.0, 17.1
Grand Rapids, 01, 09, 1945, 12.4, 21.0, 9.0
Grand Rapids, 01, 10, 1945, 11.3, 18.0, 6.1
Grand Rapids, 01, 11, 1945, 14.6, 21.9, 3.9
Grand Rapids, 01, 12, 1945, 32.1, 37.9, 24.1
Grand Rapids, 01, 13, 1945, 22.4, 28.9, 16.0
Grand Rapids, 01, 14, 1945, 17.9, 21.9, 15.1
Grand Rapids, 01, 15, 1945, 21.9, 25.0, 19.9
Grand Rapids, 01, 16, 1945, 19.6, 23.0, 15.1
Grand Rapids, 01, 17, 1945, 9.5, 27.0, -5.1
Grand Rapids, 01, 18, 1945, 22.2, 28.9, 16.0
Grand Rapids, 01, 19, 1945, 28.0, 28.9, 26.1
Grand Rapids, 01, 20, 1945, 26.2, 30.0, 25.0
Grand Rapids, 01, 21, 1945, 26.1, 28.9, 24.1
Grand Rapids, 01, 22, 1945, 29.5, 33.1, 26.1
Grand Rapids, 01, 23, 1945, 24.9, 28.9, 19.9
Grand Rapids, 01, 24, 1945, 25.5, 32.0, 17.1
Grand Rapids, 01, 25, 1945, 12.5, 16.0, 9.0
Grand Rapids, 01, 26, 1945, 16.0, 19.9, 14.0
Grand Rapids, 01, 27, 1945, 18.6, 28.9, 10.0
Grand Rapids, 01, 28, 1945, 26.0, 30.0, 19.0
Grand Rapids, 01, 29, 1945, 22.8, 26.1, 19.0
Grand Rapids, 01, 30, 1945, 13.9, 19.0, 10.9
Grand Rapids, 01, 31, 1945, 11.1, 19.9, 1.0
Grand Rapids, 02, 01, 1945, 18.4, 25.0, 15.1
Grand Rapids, 02, 02, 1945, 21.0, 27.0, 19.0
Grand Rapids, 02, 03, 1945, 15.8, 27.0, -2.9
Grand Rapids, 02, 04, 1945, 21.3, 25.0, 17.1
Grand Rapids, 02, 05, 1945, 21.2, 30.0, 7.0
Grand Rapids, 02, 06, 1945, 27.3, 28.9, 26.1
Grand Rapids, 02, 07, 1945, 26.3, 28.0, 25.0
Grand Rapids, 02, 08, 1945, 26.4, 30.0, 25.0
Grand Rapids, 02, 09, 1945, 27.4, 35.1, 17.1
Grand Rapids, 02, 10, 1945, 30.2, 35.1, 23.0
Grand Rapids, 02, 11, 1945, 26.8, 33.1, 21.0
Grand Rapids, 02, 12, 1945, 29.6, 37.9, 16.0
Grand Rapids, 02, 13, 1945, 25.8, 30.0, 23.0
Grand Rapids, 02, 14, 1945, 30.8, 42.1, 23.0
Grand Rapids, 02, 15, 1945, 35.6, 41.0, 30.0
Grand Rapids, 02, 16, 1945, 29.1, 39.0, 21.0
Grand Rapids, 02, 17, 1945, 14.7, 21.0, 10.0
Grand Rapids, 02, 18, 1945, 14.8, 19.0, 12.0
Grand Rapids, 02, 19, 1945, 18.0, 26.1, 10.0
Grand Rapids, 02, 20, 1945, 24.3, 30.9, 19.9
Grand Rapids, 02, 21, 1945, 30.0, 36.0, 25.0
Grand Rapids, 02, 22, 1945, 35.3, 44.1, 30.0
Grand Rapids, 02, 23, 1945, 29.3, 30.9, 28.0
Grand Rapids, 02, 24, 1945, 33.3, 44.1, 24.1
Grand Rapids, 02, 25, 1945, 35.9, 46.0, 27.0
Grand Rapids, 02, 26, 1945, 30.9, 46.0, 19.9
Grand Rapids, 02, 27, 1945, 22.4, 30.0, 19.0
Grand Rapids, 02, 28, 1945, 27.7, 37.9, 21.9
Grand Rapids, 03, 01, 1945, 33.5, 46.9, 27.0
Grand Rapids, 03, 02, 1945, 39.4, 42.1, 37.0
Grand Rapids, 03, 03, 1945, 36.0, 46.0, 30.0
Grand Rapids, 03, 04, 1945, 29.6, 45.0, 19.9
Grand Rapids, 03, 05, 1945, 43.7, 63.0, 33.1
Grand Rapids, 03, 06, 1945, 34.7, 52.0, 28.9
Grand Rapids, 03, 07, 1945, 25.8, 34.0, 17.1
Grand Rapids, 03, 08, 1945, 27.0, 37.0, 19.0
Grand Rapids, 03, 09, 1945, 33.7, 45.0, 24.1
Grand Rapids, 03, 10, 1945, 34.5, 42.1, 28.0
Grand Rapids, 03, 11, 1945, 32.5, 46.0, 19.9
Grand Rapids, 03, 12, 1945, 41.8, 48.9, 32.0
Grand Rapids, 03, 13, 1945, 38.4, 55.9, 24.1
Grand Rapids, 03, 14, 1945, 50.0, 68.0, 37.0
Grand Rapids, 03, 15, 1945, 55.1, 69.1, 43.0
Grand Rapids, 03, 16, 1945, 56.9, 71.1, 43.0
Grand Rapids, 03, 17, 1945, 61.9, 70.0, 50.0
Grand Rapids, 03, 18, 1945, 48.5, 66.0, 32.0
Grand Rapids, 03, 19, 1945, 60.4, 69.1, 57.0
Grand Rapids, 03, 20, 1945, 45.4, 55.0, 39.0
Grand Rapids, 03, 21, 1945, 42.2, 53.1, 33.1
Grand Rapids, 03, 22, 1945, 40.8, 57.9, 26.1
Grand Rapids, 03, 23, 1945, 52.6, 68.0, 42.1
Grand Rapids, 03, 24, 1945, 54.1, 72.0, 39.9
Grand Rapids, 03, 25, 1945, 61.9, 77.0, 50.0
Grand Rapids, 03, 26, 1945, 63.7, 71.1, 59.0
Grand Rapids, 03, 27, 1945, 62.2, 81.0, 45.0
Grand Rapids, 03, 28, 1945, 68.6, 73.9, 63.0
Grand Rapids, 03, 29, 1945, 49.5, 64.0, 44.1
Grand Rapids, 03, 30, 1945, 48.1, 63.0, 37.9
Grand Rapids, 03, 31, 1945, 52.4, 61.0, 45.0
Grand Rapids, 04, 01, 1945, 58.4, 68.0, 50.0
Grand Rapids, 04, 02, 1945, 54.9, 60.1, 51.1
Grand Rapids, 04, 03, 1945, 40.7, 50.0, 35.1
Grand Rapids, 04, 04, 1945, 47.9, 66.0, 36.0
Grand Rapids, 04, 05, 1945, 35.1, 41.0, 30.0
Grand Rapids, 04, 06, 1945, 40.6, 57.0, 28.9
Grand Rapids, 04, 07, 1945, 52.1, 66.9, 42.1
Grand Rapids, 04, 08, 1945, 58.6, 73.0, 46.0
Grand Rapids, 04, 09, 1945, 61.5, 73.9, 51.1
Grand Rapids, 04, 10, 1945, 66.5, 79.0, 55.0
Grand Rapids, 04, 11, 1945, 67.2, 80.1, 54.0
Grand Rapids, 04, 12, 1945, 64.9, 72.0, 57.0
Grand Rapids, 04, 13, 1945, 60.5, 68.0, 48.9
Grand Rapids, 04, 14, 1945, 43.2, 50.0, 37.0
Grand Rapids, 04, 15, 1945, 40.1, 51.1, 30.9
Grand Rapids, 04, 16, 1945, 53.3, 72.0, 41.0
Grand Rapids, 04, 17, 1945, 49.7, 61.0, 41.0
Grand Rapids, 04, 18, 1945, 40.2, 45.0, 37.0
Grand Rapids, 04, 19, 1945, 40.6, 54.0, 30.0
Grand Rapids, 04, 20, 1945, 47.1, 55.0, 43.0
Grand Rapids, 04, 21, 1945, 43.0, 46.9, 39.9
Grand Rapids, 04, 22, 1945, 39.2, 54.0, 27.0
Grand Rapids, 04, 23, 1945, 52.8, 71.1, 39.9
Grand Rapids, 04, 24, 1945, 50.8, 70.0, 42.1
Grand Rapids, 04, 25, 1945, 43.0, 48.0, 37.9
Grand Rapids, 04, 26, 1945, 40.6, 46.0, 33.1
Grand Rapids, 04, 27, 1945, 38.2, 46.0, 34.0
Grand Rapids, 04, 28, 1945, 40.7, 57.0, 25.0
Grand Rapids, 04, 29, 1945, 45.3, 59.0, 30.9
Grand Rapids, 04, 30, 1945, 43.5, 51.1, 37.0
Grand Rapids, 05, 01, 1945, 38.8, 51.1, 27.0
Grand Rapids, 05, 02, 1945, 42.5, 48.0, 36.0
Grand Rapids, 05, 03, 1945, 45.8, 54.0, 43.0
Grand Rapids, 05, 04, 1945, 45.2, 53.1, 41.0
Grand Rapids, 05, 05, 1945, 48.0, 57.0, 42.1
Grand Rapids, 05, 06, 1945, 51.1, 68.0, 34.0
Grand Rapids, 05, 07, 1945, 55.7, 64.9, 46.0
Grand Rapids, 05, 08, 1945, 43.3, 46.9, 39.9
Grand Rapids, 05, 09, 1945, 40.6, 46.0, 33.1
Grand Rapids, 05, 10, 1945, 40.5, 48.9, 33.1
Grand Rapids, 05, 11, 1945, 43.2, 57.0, 28.9
Grand Rapids, 05, 12, 1945, 53.2, 63.0, 46.9
Grand Rapids, 05, 13, 1945, 55.5, 63.0, 46.0
Grand Rapids, 05, 14, 1945, 44.1, 60.1, 37.0
Grand Rapids, 05, 15, 1945, 42.7, 52.0, 37.0
Grand Rapids, 05, 16, 1945, 45.0, 48.0, 42.1
Grand Rapids, 05, 17, 1945, 44.7, 46.0, 44.1
Grand Rapids, 05, 18, 1945, 51.5, 64.0, 44.1
Grand Rapids, 05, 19, 1945, 53.5, 68.0, 37.0
Grand Rapids, 05, 20, 1945, 57.6, 71.1, 44.1
Grand Rapids, 05, 21, 1945, 72.2, 84.0, 62.1
Grand Rapids, 05, 22, 1945, 58.2, 79.0, 46.9
Grand Rapids, 05, 23, 1945, 50.8, 63.0, 39.0
Grand Rapids, 05, 24, 1945, 55.6, 71.1, 39.0
Grand Rapids, 05, 25, 1945, 61.4, 70.0, 52.0
Grand Rapids, 05, 26, 1945, 63.5, 73.0, 57.9
Grand Rapids, 05, 27, 1945, 66.5, 79.0, 55.9
Grand Rapids, 05, 28, 1945, 61.7, 69.1, 52.0
Grand Rapids, 05, 29, 1945, 55.8, 69.1, 46.0
Grand Rapids, 05, 30, 1945, 50.5, 66.9, 36.0
Grand Rapids, 05, 31, 1945, 51.2, 61.0, 43.0
Grand Rapids, 06, 01, 1945, 48.0, 55.0, 43.0
Grand Rapids, 06, 02, 1945, 48.4, 53.1, 45.0
Grand Rapids, 06, 03, 1945, 44.6, 46.9, 42.1
Grand Rapids, 06, 04, 1945, 44.5, 54.0, 32.0
Grand Rapids, 06, 05, 1945, 49.9, 63.0, 36.0
Grand Rapids, 06, 06, 1945, 53.9, 66.9, 39.0
Grand Rapids, 06, 07, 1945, 57.9, 71.1, 46.0
Grand Rapids, 06, 08, 1945, 62.7, 71.1, 52.0
Grand Rapids, 06, 09, 1945, 60.7, 71.1, 51.1
Grand Rapids, 06, 10, 1945, 64.1, 78.1, 54.0
Grand Rapids, 06, 11, 1945, 63.6, 69.1, 57.0
Grand Rapids, 06, 12, 1945, 61.5, 73.9, 46.9
Grand Rapids, 06, 13, 1945, 69.5, 80.1, 62.1
Grand Rapids, 06, 14, 1945, 73.6, 82.0, 68.0
Grand Rapids, 06, 15, 1945, 71.2, 78.1, 68.0
Grand Rapids, 06, 16, 1945, 67.8, 75.0, 64.0
Grand Rapids, 06, 17, 1945, 60.9, 69.1, 50.0
Grand Rapids, 06, 18, 1945, 63.5, 72.0, 52.0
Grand Rapids, 06, 19, 1945, 62.2, 77.0, 46.9
Grand Rapids, 06, 20, 1945, 66.1, 78.1, 57.0
Grand Rapids, 06, 21, 1945, 65.3, 75.9, 60.1
Grand Rapids, 06, 22, 1945, 65.5, 80.1, 50.0
Grand Rapids, 06, 23, 1945, 71.1, 84.9, 55.9
Grand Rapids, 06, 24, 1945, 76.2, 87.1, 64.0
Grand Rapids, 06, 25, 1945, 67.9, 84.0, 61.0
Grand Rapids, 06, 26, 1945, 62.6, 75.9, 46.9
Grand Rapids, 06, 27, 1945, 67.7, 82.0, 54.0
Grand Rapids, 06, 28, 1945, 76.3, 87.1, 66.9
Grand Rapids, 06, 29, 1945, 78.6, 84.0, 73.9
Grand Rapids, 06, 30, 1945, 69.6, 82.9, 57.0
Grand Rapids, 07, 01, 1945, 70.4, 79.0, 64.9
Grand Rapids, 07, 02, 1945, 61.6, 69.1, 57.9
Grand Rapids, 07, 03, 1945, 61.2, 75.9, 48.0
Grand Rapids, 07, 04, 1945, 67.8, 78.1, 57.0
Grand Rapids, 07, 05, 1945, 71.8, 79.0, 66.0
Grand Rapids, 07, 06, 1945, 67.3, 75.9, 57.0
Grand Rapids, 07, 07, 1945, 65.5, 79.0, 53.1
Grand Rapids, 07, 08, 1945, 68.3, 81.0, 55.0
Grand Rapids, 07, 09, 1945, 70.0, 79.0, 63.0
Grand Rapids, 07, 10, 1945, 61.7, 66.9, 53.1
Grand Rapids, 07, 11, 1945, 59.2, 71.1, 44.1
Grand Rapids, 07, 12, 1945, 63.4, 73.0, 54.0
Grand Rapids, 07, 13, 1945, 70.5, 82.0, 59.0
Grand Rapids, 07, 14, 1945, 64.8, 79.0, 59.0
Grand Rapids, 07, 15, 1945, 61.3, 70.0, 57.0
Grand Rapids, 07, 16, 1945, 61.0, 77.0, 43.0
Grand Rapids, 07, 17, 1945, 65.8, 78.1, 52.0
Grand Rapids, 07, 18, 1945, 68.2, 82.9, 55.0
Grand Rapids, 07, 19, 1945, 72.5, 88.0, 57.9
Grand Rapids, 07, 20, 1945, 75.0, 89.1, 60.1
Grand Rapids, 07, 21, 1945, 73.0, 81.0, 69.1
Grand Rapids, 07, 22, 1945, 76.0, 88.0, 66.0
Grand Rapids, 07, 23, 1945, 76.0, 91.0, 60.1
Grand Rapids, 07, 24, 1945, 78.8, 95.0, 61.0
Grand Rapids, 07, 25, 1945, 77.7, 89.1, 69.1
Grand Rapids, 07, 26, 1945, 72.9, 82.9, 62.1
Grand Rapids, 07, 27, 1945, 68.3, 82.0, 54.0
Grand Rapids, 07, 28, 1945, 71.9, 80.1, 64.0
Grand Rapids, 07, 29, 1945, 70.8, 82.9, 61.0
Grand Rapids, 07, 30, 1945, 74.3, 87.1, 62.1
Grand Rapids, 07, 31, 1945, 77.9, 86.0, 70.0
Grand Rapids, 08, 01, 1945, 77.7, 87.1, 70.0
Grand Rapids, 08, 02, 1945, 76.2, 86.0, 66.0
Grand Rapids, 08, 03, 1945, 68.1, 79.0, 55.0
Grand Rapids, 08, 04, 1945, 66.0, 81.0, 48.0
Grand Rapids, 08, 05, 1945, 65.5, 75.0, 60.1
Grand Rapids, 08, 06, 1945, 67.3, 79.0, 61.0
Grand Rapids, 08, 07, 1945, 67.2, 75.0, 62.1
Grand Rapids, 08, 08, 1945, 68.6, 82.0, 55.9
Grand Rapids, 08, 09, 1945, 69.6, 82.9, 54.0
Grand Rapids, 08, 10, 1945, 70.8, 84.9, 55.9
Grand Rapids, 08, 11, 1945, 69.7, 75.9, 64.9
Grand Rapids, 08, 12, 1945, 72.9, 84.0, 64.0
Grand Rapids, 08, 13, 1945, 76.4, 88.0, 66.9
Grand Rapids, 08, 14, 1945, 76.7, 82.9, 73.9
Grand Rapids, 08, 15, 1945, 63.6, 72.0, 53.1
Grand Rapids, 08, 16, 1945, 62.6, 75.9, 50.0
Grand Rapids, 08, 17, 1945, 67.4, 79.0, 55.0
Grand Rapids, 08, 18, 1945, 72.3, 86.0, 57.9
Grand Rapids, 08, 19, 1945, 75.7, 90.0, 61.0
Grand Rapids, 08, 20, 1945, 74.5, 90.0, 59.0
Grand Rapids, 08, 21, 1945, 74.1, 80.1, 70.0
Grand Rapids, 08, 22, 1945, 63.0, 73.0, 52.0
Grand Rapids, 08, 23, 1945, 61.7, 75.9, 46.0
Grand Rapids, 08, 24, 1945, 65.2, 79.0, 55.0
Grand Rapids, 08, 25, 1945, 64.3, 70.0, 57.9
Grand Rapids, 08, 26, 1945, 58.2, 73.0, 42.1
Grand Rapids, 08, 27, 1945, 68.2, 84.0, 57.0
Grand Rapids, 08, 28, 1945, 72.8, 80.1, 66.9
Grand Rapids, 08, 29, 1945, 70.2, 78.1, 63.0
Grand Rapids, 08, 30, 1945, 75.8, 91.0, 66.0
Grand Rapids, 08, 31, 1945, 74.5, 90.0, 64.9
Grand Rapids, 09, 01, 1945, 71.1, 84.9, 68.0
Grand Rapids, 09, 02, 1945, 63.5, 73.0, 55.0
Grand Rapids, 09, 03, 1945, 61.4, 75.9, 46.0
Grand Rapids, 09, 04, 1945, 69.9, 86.0, 60.1
Grand Rapids, 09, 05, 1945, 75.5, 90.0, 62.1
Grand Rapids, 09, 06, 1945, 75.5, 91.0, 59.0
Grand Rapids, 09, 07, 1945, 78.0, 91.0, 64.9
Grand Rapids, 09, 08, 1945, 75.0, 82.9, 68.0
Grand Rapids, 09, 09, 1945, 72.7, 81.0, 62.1
Grand Rapids, 09, 10, 1945, 67.3, 73.0, 64.0
Grand Rapids, 09, 11, 1945, 60.2, 63.0, 57.0
Grand Rapids, 09, 12, 1945, 56.1, 60.1, 51.1
Grand Rapids, 09, 13, 1945, 55.2, 59.0, 51.1
Grand Rapids, 09, 14, 1945, 59.9, 69.1, 54.0
Grand Rapids, 09, 15, 1945, 58.0, 64.0, 54.0
Grand Rapids, 09, 16, 1945, 49.2, 63.0, 36.0
Grand Rapids, 09, 17, 1945, 52.6, 68.0, 42.1
Grand Rapids, 09, 18, 1945, 58.6, 64.0, 55.0
Grand Rapids, 09, 19, 1945, 64.0, 77.0, 57.9
Grand Rapids, 09, 20, 1945, 64.3, 71.1, 57.0
Grand Rapids, 09, 21, 1945, 59.2, 68.0, 53.1
Grand Rapids, 09, 22, 1945, 55.0, 64.9, 48.0
Grand Rapids, 09, 23, 1945, 67.4, 86.0, 55.9
Grand Rapids, 09, 24, 1945, 65.3, 75.0, 57.0
Grand Rapids, 09, 25, 1945, 55.5, 61.0, 51.1
Grand Rapids, 09, 26, 1945, 54.0, 66.0, 44.1
Grand Rapids, 09, 27, 1945, 64.1, 69.1, 57.9
Grand Rapids, 09, 28, 1945, 58.0, 66.0, 46.0
Grand Rapids, 09, 29, 1945, 43.4, 51.1, 39.0
Grand Rapids, 09, 30, 1945, 42.2, 53.1, 33.1
Grand Rapids, 10, 01, 1945, 51.4, 57.9, 46.9
Grand Rapids, 10, 02, 1945, 50.2, 55.0, 45.0
Grand Rapids, 10, 03, 1945, 41.2, 53.1, 30.0
Grand Rapids, 10, 04, 1945, 48.6, 64.9, 36.0
Grand Rapids, 10, 05, 1945, 55.3, 66.0, 45.0
Grand Rapids, 10, 06, 1945, 56.4, 62.1, 50.0
Grand Rapids, 10, 07, 1945, 52.1, 64.9, 41.0
Grand Rapids, 10, 08, 1945, 50.0, 66.0, 39.9
Grand Rapids, 10, 09, 1945, 37.6, 45.0, 30.9
Grand Rapids, 10, 10, 1945, 41.1, 48.9, 32.0
Grand Rapids, 10, 11, 1945, 50.9, 63.0, 44.1
Grand Rapids, 10, 12, 1945, 49.0, 57.9, 36.0
Grand Rapids, 10, 13, 1945, 43.4, 52.0, 33.1
Grand Rapids, 10, 14, 1945, 42.3, 48.0, 35.1
Grand Rapids, 10, 15, 1945, 37.7, 48.9, 26.1
Grand Rapids, 10, 16, 1945, 52.1, 63.0, 44.1
Grand Rapids, 10, 17, 1945, 56.0, 73.0, 45.0
Grand Rapids, 10, 18, 1945, 63.7, 78.1, 54.0
Grand Rapids, 10, 19, 1945, 58.8, 66.0, 53.1
Grand Rapids, 10, 20, 1945, 52.1, 63.0, 39.9
Grand Rapids, 10, 21, 1945, 51.2, 64.0, 41.0
Grand Rapids, 10, 22, 1945, 47.8, 53.1, 44.1
Grand Rapids, 10, 23, 1945, 41.7, 50.0, 34.0
Grand Rapids, 10, 24, 1945, 38.8, 44.1, 35.1
Grand Rapids, 10, 25, 1945, 40.7, 51.1, 30.0
Grand Rapids, 10, 26, 1945, 41.7, 44.1, 39.0
Grand Rapids, 10, 27, 1945, 42.8, 60.1, 30.0
Grand Rapids, 10, 28, 1945, 50.5, 71.1, 34.0
Grand Rapids, 10, 29, 1945, 58.4, 64.9, 50.0
Grand Rapids, 10, 30, 1945, 50.0, 68.0, 37.9
Grand Rapids, 10, 31, 1945, 47.8, 69.1, 37.0
Grand Rapids, 11, 01, 1945, 43.7, 66.0, 33.1
Grand Rapids, 11, 02, 1945, 49.5, 66.0, 43.0
Grand Rapids, 11, 03, 1945, 37.4, 44.1, 30.9
Grand Rapids, 11, 04, 1945, 32.5, 37.9, 28.0
Grand Rapids, 11, 05, 1945, 42.7, 61.0, 30.9
Grand Rapids, 11, 06, 1945, 53.9, 64.9, 46.0
Grand Rapids, 11, 07, 1945, 61.3, 66.0, 57.9
Grand Rapids, 11, 08, 1945, 64.9, 69.1, 62.1
Grand Rapids, 11, 09, 1945, 42.3, 69.1, 34.0
Grand Rapids, 11, 10, 1945, 34.1, 42.1, 27.0
Grand Rapids, 11, 11, 1945, 32.7, 46.0, 24.1
Grand Rapids, 11, 12, 1945, 49.5, 64.0, 41.0
Grand Rapids, 11, 13, 1945, 51.2, 64.0, 42.1
Grand Rapids, 11, 14, 1945, 37.4, 42.1, 32.0
Grand Rapids, 11, 15, 1945, 30.9, 42.1, 21.9
Grand Rapids, 11, 16, 1945, 39.9, 51.1, 33.1
Grand Rapids, 11, 17, 1945, 49.7, 52.0, 43.0
Grand Rapids, 11, 18, 1945, 42.4, 52.0, 37.9
Grand Rapids, 11, 19, 1945, 38.5, 45.0, 32.0
Grand Rapids, 11, 20, 1945, 30.8, 35.1, 26.1
Grand Rapids, 11, 21, 1945, 35.1, 44.1, 30.9
Grand Rapids, 11, 22, 1945, 27.2, 39.9, 21.0
Grand Rapids, 11, 23, 1945, 23.2, 30.9, 18.0
Grand Rapids, 11, 24, 1945, 30.4, 35.1, 28.0
Grand Rapids, 11, 25, 1945, 31.0, 33.1, 30.0
Grand Rapids, 11, 26, 1945, 30.4, 36.0, 28.0
Grand Rapids, 11, 27, 1945, 30.8, 36.0, 26.1
Grand Rapids, 11, 28, 1945, 34.7, 37.9, 33.1
Grand Rapids, 11, 29, 1945, 35.1, 36.0, 34.0
Grand Rapids, 11, 30, 1945, 33.8, 36.0, 32.0
Grand Rapids, 12, 01, 1945, 30.1, 33.1, 28.0
Grand Rapids, 12, 02, 1945, 32.8, 35.1, 27.0
Grand Rapids, 12, 03, 1945, 35.8, 37.9, 34.0
Grand Rapids, 12, 04, 1945, 31.9, 37.0, 30.0
Grand Rapids, 12, 05, 1945, 29.1, 45.0, 19.9
Grand Rapids, 12, 06, 1945, 31.4, 43.0, 25.0
Grand Rapids, 12, 07, 1945, 34.7, 48.0, 26.1
Grand Rapids, 12, 08, 1945, 37.9, 54.0, 28.9
Grand Rapids, 12, 09, 1945, 31.6, 45.0, 21.0
Grand Rapids, 12, 10, 1945, 23.9, 27.0, 21.0
Grand Rapids, 12, 11, 1945, 21.1, 23.0, 14.0
Grand Rapids, 12, 12, 1945, 18.2, 27.0, 10.0
Grand Rapids, 12, 13, 1945, 19.3, 25.0, 12.9
Grand Rapids, 12, 14, 1945, 21.2, 27.0, 14.0
Grand Rapids, 12, 15, 1945, 18.8, 23.0, 9.0
Grand Rapids, 12, 16, 1945, 9.5, 12.9, 7.0
Grand Rapids, 12, 17, 1945, 12.0, 15.1, 10.0
Grand Rapids, 12, 18, 1945, 9.5, 16.0, 1.9
Grand Rapids, 12, 19, 1945, 11.2, 19.9, -0.9
Grand Rapids, 12, 20, 1945, 10.8, 16.0, 6.1
Grand Rapids, 12, 21, 1945, 13.9, 19.9, 5.0
Grand Rapids, 12, 22, 1945, 14.5, 21.0, -2.0
Grand Rapids, 12, 23, 1945, 10.3, 21.0, -2.0
Grand Rapids, 12, 24, 1945, 16.4, 23.0, 12.0
Grand Rapids, 12, 25, 1945, 30.9, 37.0, 21.9
Grand Rapids, 12, 26, 1945, 30.0, 32.0, 27.0
Grand Rapids, 12, 27, 1945, 26.3, 30.9, 19.0
Grand Rapids, 12, 28, 1945, 20.8, 36.0, 9.0
Grand Rapids, 12, 29, 1945, 34.6, 37.0, 33.1
Grand Rapids, 12, 30, 1945, 34.5, 35.1, 32.0
Grand Rapids, 12, 31, 1945, 24.4, 30.9, 18.0
Grand Rapids, 01, 01, 1946, 18.2, 21.9, 12.0
Grand Rapids, 01, 02, 1946, 20.7, 24.1, 16.0
Grand Rapids, 01, 03, 1946, 28.0, 33.1, 24.1
Grand Rapids, 01, 04, 1946, 35.7, 39.9, 33.1
Grand Rapids, 01, 05, 1946, 46.1, 52.0, 39.0
Grand Rapids, 01, 06, 1946, 48.8, 55.0, 44.1
Grand Rapids, 01, 07, 1946, 35.3, 43.0, 32.0
Grand Rapids, 01, 08, 1946, 33.1, 35.1, 32.0
Grand Rapids, 01, 09, 1946, 33.4, 35.1, 32.0
Grand Rapids, 01, 10, 1946, 31.5, 36.0, 28.9
Grand Rapids, 01, 11, 1946, 28.8, 30.9, 27.0
Grand Rapids, 01, 12, 1946, 30.3, 33.1, 24.1
Grand Rapids, 01, 13, 1946, 17.5, 25.0, 12.9
Grand Rapids, 01, 14, 1946, 23.9, 36.0, 14.0
Grand Rapids, 01, 15, 1946, 19.9, 30.0, 10.9
Grand Rapids, 01, 16, 1946, 15.2, 28.0, 5.0
Grand Rapids, 01, 17, 1946, 27.0, 33.1, 21.9
Grand Rapids, 01, 18, 1946, 31.2, 39.0, 26.1
Grand Rapids, 01, 19, 1946, 19.3, 36.0, 12.0
Grand Rapids, 01, 20, 1946, 17.5, 21.0, 14.0
Grand Rapids, 01, 21, 1946, 16.0, 21.9, 9.0
Grand Rapids, 01, 22, 1946, 9.5, 17.1, 0.0
Grand Rapids, 01, 23, 1946, 20.7, 34.0, 9.0
Grand Rapids, 01, 24, 1946, 31.8, 33.1, 27.0
Grand Rapids, 01, 25, 1946, 24.8, 30.9, 18.0
Grand Rapids, 01, 26, 1946, 14.2, 26.1, 7.0
Grand Rapids, 01, 27, 1946, 11.8, 23.0, 7.0
Grand Rapids, 01, 28, 1946, 26.8, 33.1, 21.0
Grand Rapids, 01, 29, 1946, 22.7, 39.9, 7.0
Grand Rapids, 01, 30, 1946, 33.9, 37.0, 30.9
Grand Rapids, 01, 31, 1946, 25.4, 39.0, 19.9
Grand Rapids, 02, 01, 1946, 21.7, 35.1, 12.9
Grand Rapids, 02, 02, 1946, 16.6, 32.0, 10.0
Grand Rapids, 02, 03, 1946, 10.9, 21.0, -2.0
Grand Rapids, 02, 04, 1946, 21.3, 28.9, 16.0
Grand Rapids, 02, 05, 1946, 35.0, 46.9, 28.9
Grand Rapids, 02, 06, 1946, 34.8, 52.0, 19.9
Grand Rapids, 02, 07, 1946, 23.5, 27.0, 21.0
Grand Rapids, 02, 08, 1946, 28.5, 46.9, 17.1
Grand Rapids, 02, 09, 1946, 26.6, 41.0, 19.0
Grand Rapids, 02, 10, 1946, 17.1, 27.0, 9.0
Grand Rapids, 02, 11, 1946, 22.5, 32.0, 15.1
Grand Rapids, 02, 12, 1946, 31.5, 48.0, 19.9
Grand Rapids, 02, 13, 1946, 34.1, 42.1, 26.1
Grand Rapids, 02, 14, 1946, 21.2, 26.1, 16.0
Grand Rapids, 02, 15, 1946, 7.8, 15.1, 1.0
Grand Rapids, 02, 16, 1946, 25.7, 42.1, 9.0
Grand Rapids, 02, 17, 1946, 26.3, 35.1, 19.9
Grand Rapids, 02, 18, 1946, 19.5, 27.0, 10.0
Grand Rapids, 02, 19, 1946, 23.8, 28.0, 18.0
Grand Rapids, 02, 20, 1946, 26.7, 32.0, 21.0
Grand Rapids, 02, 21, 1946, 15.4, 30.9, 1.0
Grand Rapids, 02, 22, 1946, 33.0, 37.9, 28.0
Grand Rapids, 02, 23, 1946, 31.1, 35.1, 28.9
Grand Rapids, 02, 24, 1946, 28.6, 32.0, 21.9
Grand Rapids, 02, 25, 1946, 22.2, 28.0, 18.0
Grand Rapids, 02, 26, 1946, 27.8, 30.0, 25.0
Grand Rapids, 02, 27, 1946, 22.3, 26.1, 19.9
