Location, month, day, year, average temp, max temp, min temp
Grand Rapids, 03, 31, 1982, 49.6, 57.9, 39.0
Grand Rapids, 04, 01, 1982, 43.3, 55.0, 37.9
Grand Rapids, 04, 02, 1982, 40.0, 50.0, 33.1
Grand Rapids, 04, 03, 1982, 43.9, 57.9, 25.0
Grand Rapids, 04, 04, 1982, 22.6, 27.0, 18.0
Grand Rapids, 04, 05, 1982, 23.3, 27.0, 18.0
Grand Rapids, 04, 06, 1982, 22.4, 28.0, 18.0
Grand Rapids, 04, 07, 1982, 20.6, 28.9, 2.8
Grand Rapids, 04, 08, 1982, 23.2, 35.1, 3.0
Grand Rapids, 04, 09, 1982, 32.5, 39.0, 26.1
Grand Rapids, 04, 10, 1982, 32.2, 39.0, 26.1
Grand Rapids, 04, 11, 1982, 34.8, 37.9, 27.0
Grand Rapids, 04, 12, 1982, 35.0, 46.0, 25.9
Grand Rapids, 04, 13, 1982, 45.1, 53.1, 26.1
Grand Rapids, 04, 14, 1982, 38.5, 55.0, 26.1
Grand Rapids, 04, 15, 1982, 49.9, 69.1, 26.1
Grand Rapids, 04, 16, 1982, 60.2, 75.0, 37.9
Grand Rapids, 04, 17, 1982, 53.6, 75.9, 41.0
Grand Rapids, 04, 18, 1982, 43.5, 61.0, 27.0
Grand Rapids, 04, 19, 1982, 53.0, 68.0, 30.0
Grand Rapids, 04, 20, 1982, 47.8, 54.0, 37.0
Grand Rapids, 04, 21, 1982, 37.5, 53.1, 26.1
Grand Rapids, 04, 22, 1982, 40.8, 55.9, 25.0
Grand Rapids, 04, 23, 1982, 50.1, 61.0, 25.0
Grand Rapids, 04, 24, 1982, 56.4, 70.0, 37.9
Grand Rapids, 04, 25, 1982, 57.6, 70.0, 41.0
Grand Rapids, 04, 26, 1982, 56.3, 70.0, 45.0
Grand Rapids, 04, 27, 1982, 45.8, 64.9, 36.0
Grand Rapids, 04, 28, 1982, 47.0, 60.1, 32.0
Grand Rapids, 04, 29, 1982, 50.5, 64.0, 32.0
Grand Rapids, 04, 30, 1982, 54.5, 64.9, 34.0
Grand Rapids, 05, 01, 1982, 57.2, 69.1, 43.0
Grand Rapids, 05, 02, 1982, 54.9, 72.0, 36.9
Grand Rapids, 05, 03, 1982, 58.0, 75.9, 37.0
Grand Rapids, 05, 04, 1982, 62.7, 81.0, 44.1
Grand Rapids, 05, 05, 1982, 69.0, 82.0, 46.0
Grand Rapids, 05, 06, 1982, 73.0, 82.9, 59.0
Grand Rapids, 05, 07, 1982, 57.7, 84.0, 48.9
Grand Rapids, 05, 08, 1982, 56.5, 70.0, 44.1
Grand Rapids, 05, 09, 1982, 57.4, 72.0, 42.1
Grand Rapids, 05, 10, 1982, 64.8, 80.1, 42.1
Grand Rapids, 05, 11, 1982, 71.2, 84.0, 52.0
Grand Rapids, 05, 12, 1982, 70.8, 84.0, 55.9
Grand Rapids, 05, 13, 1982, 70.8, 84.9, 57.9
Grand Rapids, 05, 14, 1982, 75.0, 88.0, 57.9
Grand Rapids, 05, 15, 1982, 72.5, 89.1, 59.0
Grand Rapids, 05, 16, 1982, 69.1, 86.0, 57.9
Grand Rapids, 05, 17, 1982, 70.1, 84.0, 55.9
Grand Rapids, 05, 18, 1982, 73.0, 84.9, 55.9
Grand Rapids, 05, 19, 1982, 68.4, 84.0, 59.0
Grand Rapids, 05, 20, 1982, 65.8, 78.1, 54.0
Grand Rapids, 05, 21, 1982, 57.8, 75.0, 52.0
Grand Rapids, 05, 22, 1982, 56.0, 64.9, 52.0
Grand Rapids, 05, 23, 1982, 56.2, 61.0, 52.0
Grand Rapids, 05, 24, 1982, 55.4, 63.0, 50.0
Grand Rapids, 05, 25, 1982, 57.7, 69.1, 45.0
Grand Rapids, 05, 26, 1982, 59.6, 70.0, 45.0
Grand Rapids, 05, 27, 1982, 65.9, 73.9, 48.9
Grand Rapids, 05, 28, 1982, 65.8, 73.9, 62.1
Grand Rapids, 05, 29, 1982, 66.8, 80.1, 59.0
Grand Rapids, 05, 30, 1982, 71.4, 81.0, 59.0
Grand Rapids, 05, 31, 1982, 67.9, 82.0, 57.0
Grand Rapids, 06, 01, 1982, 63.0, 82.0, 54.0
Grand Rapids, 06, 02, 1982, 59.8, 73.0, 45.9
Grand Rapids, 06, 03, 1982, 54.5, 73.0, 46.0
Grand Rapids, 06, 04, 1982, 54.2, 66.0, 43.0
Grand Rapids, 06, 05, 1982, 61.3, 72.0, 43.0
Grand Rapids, 06, 06, 1982, 63.4, 80.1, 46.9
Grand Rapids, 06, 07, 1982, 67.3, 80.1, 46.9
Grand Rapids, 06, 08, 1982, 70.3, 82.9, 55.9
Grand Rapids, 06, 09, 1982, 67.1, 84.0, 55.9
Grand Rapids, 06, 10, 1982, 63.4, 79.0, 55.9
Grand Rapids, 06, 11, 1982, 60.7, 75.9, 43.0
Grand Rapids, 06, 12, 1982, 63.7, 75.9, 43.0
Grand Rapids, 06, 13, 1982, 62.7, 73.9, 48.0
Grand Rapids, 06, 14, 1982, 65.8, 81.0, 48.0
Grand Rapids, 06, 15, 1982, 67.0, 81.0, 48.9
Grand Rapids, 06, 16, 1982, 56.6, 62.1, 51.1
Grand Rapids, 06, 17, 1982, 58.2, 73.9, 43.0
Grand Rapids, 06, 18, 1982, 64.7, 75.0, 60.1
Grand Rapids, 06, 19, 1982, 61.0, 68.0, 54.0
Grand Rapids, 06, 20, 1982, 60.9, 72.0, 50.0
Grand Rapids, 06, 21, 1982, 59.8, 73.9, 50.0
Grand Rapids, 06, 22, 1982, 59.9, 71.1, 46.9
Grand Rapids, 06, 23, 1982, 59.3, 71.1, 45.0
Grand Rapids, 06, 24, 1982, 62.3, 77.0, 45.0
Grand Rapids, 06, 25, 1982, 68.6, 78.1, 64.0
Grand Rapids, 06, 26, 1982, 62.1, 78.1, 57.0
Grand Rapids, 06, 27, 1982, 67.4, 81.0, 57.0
Grand Rapids, 06, 28, 1982, 72.6, 82.9, 57.9
Grand Rapids, 06, 29, 1982, 67.7, 84.0, 63.0
Grand Rapids, 06, 30, 1982, 63.3, 73.9, 48.0
Grand Rapids, 07, 01, 1982, 63.0, 79.0, 44.1
Grand Rapids, 07, 02, 1982, 63.6, 79.0, 44.1
Grand Rapids, 07, 03, 1982, 69.5, 79.0, 64.0
Grand Rapids, 07, 04, 1982, 70.3, 80.1, 63.0
Grand Rapids, 07, 05, 1982, 72.1, 88.0, 59.9
Grand Rapids, 07, 06, 1982, 79.9, 90.0, 60.1
Grand Rapids, 07, 07, 1982, 75.5, 91.0, 66.9
Grand Rapids, 07, 08, 1982, 71.3, 81.0, 61.0
Grand Rapids, 07, 09, 1982, 70.2, 87.1, 55.0
Grand Rapids, 07, 10, 1982, 73.9, 87.1, 55.0
Grand Rapids, 07, 11, 1982, 70.8, 87.1, 64.9
Grand Rapids, 07, 12, 1982, 70.1, 81.0, 61.0
Grand Rapids, 07, 13, 1982, 71.3, 84.9, 59.0
Grand Rapids, 07, 14, 1982, 74.8, 86.0, 59.0
Grand Rapids, 07, 15, 1982, 75.6, 88.0, 63.0
Grand Rapids, 07, 16, 1982, 79.3, 90.0, 63.0
Grand Rapids, 07, 17, 1982, 78.5, 91.0, 69.1
Grand Rapids, 07, 18, 1982, 80.4, 91.0, 70.0
Grand Rapids, 07, 19, 1982, 74.5, 82.9, 68.0
Grand Rapids, 07, 20, 1982, 73.0, 82.0, 61.0
Grand Rapids, 07, 21, 1982, 70.6, 84.9, 55.0
Grand Rapids, 07, 22, 1982, 73.8, 84.9, 55.0
Grand Rapids, 07, 23, 1982, 73.9, 86.0, 62.1
Grand Rapids, 07, 24, 1982, 73.8, 87.1, 60.1
Grand Rapids, 07, 25, 1982, 77.0, 87.1, 60.1
Grand Rapids, 07, 26, 1982, 78.9, 89.1, 66.9
Grand Rapids, 07, 27, 1982, 74.4, 90.0, 68.0
Grand Rapids, 07, 28, 1982, 71.5, 81.0, 61.0
Grand Rapids, 07, 29, 1982, 68.8, 82.9, 53.1
Grand Rapids, 07, 30, 1982, 71.4, 82.9, 53.1
Grand Rapids, 07, 31, 1982, 69.9, 81.0, 59.0
Grand Rapids, 08, 01, 1982, 72.9, 82.0, 59.0
Grand Rapids, 08, 02, 1982, 75.5, 82.9, 64.0
Grand Rapids, 08, 03, 1982, 75.1, 91.9, 64.0
Grand Rapids, 08, 04, 1982, 76.5, 91.9, 64.0
Grand Rapids, 08, 05, 1982, 73.0, 82.0, 66.9
Grand Rapids, 08, 06, 1982, 74.5, 87.1, 64.9
Grand Rapids, 08, 07, 1982, 76.5, 89.1, 64.9
Grand Rapids, 08, 08, 1982, 76.6, 89.1, 66.0
Grand Rapids, 08, 09, 1982, 67.9, 84.0, 59.0
Grand Rapids, 08, 10, 1982, 63.3, 75.0, 50.0
Grand Rapids, 08, 11, 1982, 61.3, 75.9, 46.9
Grand Rapids, 08, 12, 1982, 62.2, 77.0, 46.9
Grand Rapids, 08, 13, 1982, 64.6, 80.1, 48.0
Grand Rapids, 08, 14, 1982, 67.9, 81.0, 48.9
Grand Rapids, 08, 15, 1982, 71.9, 86.0, 54.0
Grand Rapids, 08, 16, 1982, 73.6, 87.1, 59.0
Grand Rapids, 08, 17, 1982, 72.0, 88.0, 60.1
Grand Rapids, 08, 18, 1982, 67.8, 82.9, 48.9
Grand Rapids, 08, 19, 1982, 74.2, 84.0, 64.9
Grand Rapids, 08, 20, 1982, 76.4, 84.9, 66.0
Grand Rapids, 08, 21, 1982, 65.6, 84.0, 54.0
Grand Rapids, 08, 22, 1982, 63.4, 73.9, 53.1
Grand Rapids, 08, 23, 1982, 69.5, 80.1, 55.9
Grand Rapids, 08, 24, 1982, 66.2, 80.1, 55.0
Grand Rapids, 08, 25, 1982, 66.2, 78.1, 55.0
Grand Rapids, 08, 26, 1982, 66.8, 79.0, 55.9
Grand Rapids, 08, 27, 1982, 65.4, 79.0, 57.9
Grand Rapids, 08, 28, 1982, 55.5, 73.0, 42.1
Grand Rapids, 08, 29, 1982, 52.4, 69.1, 41.0
Grand Rapids, 08, 30, 1982, 66.3, 79.0, 57.0
Grand Rapids, 08, 31, 1982, 67.3, 80.1, 59.0
Grand Rapids, 09, 01, 1982, 70.5, 75.0, 60.1
Grand Rapids, 09, 02, 1982, 67.4, 77.0, 60.1
Grand Rapids, 09, 03, 1982, 59.6, 75.0, 48.9
Grand Rapids, 09, 04, 1982, 58.2, 73.0, 44.1
Grand Rapids, 09, 05, 1982, 64.0, 79.0, 44.1
Grand Rapids, 09, 06, 1982, 65.9, 80.1, 50.0
Grand Rapids, 09, 07, 1982, 58.8, 69.1, 52.0
Grand Rapids, 09, 08, 1982, 57.3, 73.9, 43.0
Grand Rapids, 09, 09, 1982, 63.8, 81.0, 43.0
Grand Rapids, 09, 10, 1982, 68.7, 82.9, 48.9
Grand Rapids, 09, 11, 1982, 73.9, 84.0, 55.0
Grand Rapids, 09, 12, 1982, 75.0, 86.0, 64.9
Grand Rapids, 09, 13, 1982, 76.0, 87.1, 64.9
Grand Rapids, 09, 14, 1982, 74.0, 88.0, 68.0
Grand Rapids, 09, 15, 1982, 62.5, 80.1, 57.9
Grand Rapids, 09, 16, 1982, 57.4, 66.0, 52.0
Grand Rapids, 09, 17, 1982, 53.7, 64.0, 45.0
Grand Rapids, 09, 18, 1982, 58.6, 64.9, 45.0
Grand Rapids, 09, 19, 1982, 51.2, 66.9, 37.9
Grand Rapids, 09, 20, 1982, 54.7, 66.9, 37.9
Grand Rapids, 09, 21, 1982, 49.8, 59.0, 39.9
Grand Rapids, 09, 22, 1982, 51.2, 60.1, 39.9
Grand Rapids, 09, 23, 1982, 56.8, 68.0, 44.1
Grand Rapids, 09, 24, 1982, 60.0, 70.0, 45.0
Grand Rapids, 09, 25, 1982, 59.4, 66.9, 55.9
Grand Rapids, 09, 26, 1982, 60.0, 66.9, 55.9
Grand Rapids, 09, 27, 1982, 59.4, 66.0, 55.9
Grand Rapids, 09, 28, 1982, 57.7, 70.0, 51.1
Grand Rapids, 09, 29, 1982, 65.1, 78.1, 51.1
Grand Rapids, 09, 30, 1982, 67.4, 82.0, 52.0
Grand Rapids, 10, 01, 1982, 67.3, 82.0, 55.0
Grand Rapids, 10, 02, 1982, 62.7, 78.1, 52.0
Grand Rapids, 10, 03, 1982, 66.8, 75.9, 52.0
Grand Rapids, 10, 04, 1982, 55.7, 73.0, 42.1
Grand Rapids, 10, 05, 1982, 61.8, 79.0, 42.1
Grand Rapids, 10, 06, 1982, 71.3, 81.0, 51.1
Grand Rapids, 10, 07, 1982, 65.7, 84.0, 55.9
Grand Rapids, 10, 08, 1982, 58.9, 73.0, 45.0
Grand Rapids, 10, 09, 1982, 56.1, 73.9, 45.0
Grand Rapids, 10, 10, 1982, 65.2, 73.9, 51.1
Grand Rapids, 10, 11, 1982, 52.8, 73.9, 45.0
Grand Rapids, 10, 12, 1982, 52.9, 60.1, 45.0
Grand Rapids, 10, 13, 1982, 52.9, 59.0, 43.0
Grand Rapids, 10, 14, 1982, 50.6, 57.9, 43.0
Grand Rapids, 10, 15, 1982, 54.4, 59.0, 43.0
Grand Rapids, 10, 16, 1982, 42.8, 59.0, 36.0
Grand Rapids, 10, 17, 1982, 38.8, 51.1, 26.1
Grand Rapids, 10, 18, 1982, 52.7, 66.9, 44.1
Grand Rapids, 10, 19, 1982, 59.1, 68.0, 42.1
Grand Rapids, 10, 20, 1982, 52.0, 69.1, 41.0
Grand Rapids, 10, 21, 1982, 42.3, 46.0, 39.9
Grand Rapids, 10, 22, 1982, 41.8, 46.9, 39.0
Grand Rapids, 10, 23, 1982, 39.6, 54.0, 27.0
Grand Rapids, 10, 24, 1982, 39.8, 57.0, 25.0
Grand Rapids, 10, 25, 1982, 41.6, 60.1, 25.0
Grand Rapids, 10, 26, 1982, 44.2, 63.0, 27.0
Grand Rapids, 10, 27, 1982, 45.3, 66.9, 28.9
Grand Rapids, 10, 28, 1982, 58.1, 71.1, 51.1
Grand Rapids, 10, 29, 1982, 58.5, 71.1, 50.0
Grand Rapids, 10, 30, 1982, 53.8, 64.9, 46.0
Grand Rapids, 10, 31, 1982, 54.8, 66.0, 46.0
Grand Rapids, 11, 01, 1982, 56.3, 61.0, 50.0
Grand Rapids, 11, 02, 1982, 58.1, 64.0, 52.0
Grand Rapids, 11, 03, 1982, 49.0, 64.0, 43.0
Grand Rapids, 11, 04, 1982, 36.0, 54.0, 30.9
Grand Rapids, 11, 05, 1982, 33.2, 37.9, 28.9
Grand Rapids, 11, 06, 1982, 35.2, 37.9, 28.9
Grand Rapids, 11, 07, 1982, 41.6, 59.0, 30.9
Grand Rapids, 11, 08, 1982, 52.9, 60.1, 46.0
Grand Rapids, 11, 09, 1982, 39.9, 57.0, 36.0
Grand Rapids, 11, 10, 1982, 44.4, 57.0, 36.0
Grand Rapids, 11, 11, 1982, 54.0, 57.9, 39.0
Grand Rapids, 11, 12, 1982, 53.0, 61.0, 39.0
Grand Rapids, 11, 13, 1982, 32.3, 37.0, 28.9
Grand Rapids, 11, 14, 1982, 29.4, 34.0, 27.0
Grand Rapids, 11, 15, 1982, 29.5, 36.0, 18.0
Grand Rapids, 11, 16, 1982, 31.8, 39.0, 18.0
Grand Rapids, 11, 17, 1982, 36.6, 46.9, 25.0
Grand Rapids, 11, 18, 1982, 37.8, 55.9, 26.1
Grand Rapids, 11, 19, 1982, 50.9, 61.0, 43.0
Grand Rapids, 11, 20, 1982, 57.2, 61.0, 44.1
Grand Rapids, 11, 21, 1982, 49.6, 62.1, 42.1
Grand Rapids, 11, 22, 1982, 38.7, 55.0, 30.9
Grand Rapids, 11, 23, 1982, 41.8, 48.9, 30.9
Grand Rapids, 11, 24, 1982, 31.2, 44.1, 26.1
Grand Rapids, 11, 25, 1982, 29.7, 37.9, 23.9
Grand Rapids, 11, 26, 1982, 33.4, 39.0, 25.0
Grand Rapids, 11, 27, 1982, 29.0, 37.0, 20.8
Grand Rapids, 11, 28, 1982, 31.0, 37.9, 21.0
Grand Rapids, 11, 29, 1982, 40.1, 45.0, 26.1
Grand Rapids, 11, 30, 1982, 42.9, 52.0, 37.0
Grand Rapids, 12, 01, 1982, 53.8, 59.0, 37.9
Grand Rapids, 12, 02, 1982, 60.3, 64.9, 48.9
Grand Rapids, 12, 03, 1982, 61.1, 66.9, 55.9
Grand Rapids, 12, 04, 1982, 46.4, 63.0, 36.0
Grand Rapids, 12, 05, 1982, 50.5, 63.0, 36.0
Grand Rapids, 12, 06, 1982, 42.9, 63.0, 36.0
Grand Rapids, 12, 07, 1982, 34.2, 46.9, 30.9
Grand Rapids, 12, 08, 1982, 29.1, 37.9, 26.1
Grand Rapids, 12, 09, 1982, 22.4, 33.1, 12.9
Grand Rapids, 12, 10, 1982, 28.8, 36.0, 12.9
Grand Rapids, 12, 11, 1982, 27.3, 36.0, 21.0
Grand Rapids, 12, 12, 1982, 19.1, 32.0, 10.9
Grand Rapids, 12, 13, 1982, 25.1, 35.1, 10.9
Grand Rapids, 12, 14, 1982, 33.1, 39.0, 21.0
Grand Rapids, 12, 15, 1982, 38.9, 39.9, 28.0
Grand Rapids, 12, 16, 1982, 34.0, 41.0, 28.9
Grand Rapids, 12, 17, 1982, 20.9, 36.0, 10.0
Grand Rapids, 12, 18, 1982, 33.2, 39.9, 27.0
Grand Rapids, 12, 19, 1982, 38.7, 41.2, 28.9
Grand Rapids, 12, 20, 1982, 32.2, 39.9, 30.0
Grand Rapids, 12, 21, 1982, 31.8, 33.1, 29.8
Grand Rapids, 12, 22, 1982, 30.6, 37.9, 23.0
Grand Rapids, 12, 23, 1982, 41.5, 55.0, 23.0
Grand Rapids, 12, 24, 1982, 53.5, 57.0, 51.1
Grand Rapids, 12, 25, 1982, 58.0, 64.9, 50.0
Grand Rapids, 12, 26, 1982, 40.3, 64.9, 36.0
Grand Rapids, 12, 27, 1982, 35.7, 41.0, 30.0
Grand Rapids, 12, 28, 1982, 45.6, 61.0, 30.9
Grand Rapids, 12, 29, 1982, 26.9, 33.1, 21.0
Grand Rapids, 12, 30, 1982, 22.9, 30.0, 19.0
Grand Rapids, 12, 31, 1982, 27.4, 33.1, 19.0
Grand Rapids, 01, 01, 1983, 32.5, 36.0, 24.1
Grand Rapids, 01, 02, 1983, 31.8, 36.0, 26.1
Grand Rapids, 01, 03, 1983, 23.7, 35.1, 17.1
Grand Rapids, 01, 04, 1983, 25.2, 37.9, 17.1
Grand Rapids, 01, 05, 1983, 34.6, 39.9, 34.0
Grand Rapids, 01, 06, 1983, 31.6, 36.0, 28.0
Grand Rapids, 01, 07, 1983, 35.2, 39.0, 28.0
Grand Rapids, 01, 08, 1983, 30.7, 39.0, 28.0
Grand Rapids, 01, 09, 1983, 32.1, 39.9, 24.1
Grand Rapids, 01, 10, 1983, 41.6, 46.9, 24.1
Grand Rapids, 01, 11, 1983, 35.5, 46.9, 30.9
Grand Rapids, 01, 12, 1983, 25.7, 37.9, 21.9
Grand Rapids, 01, 13, 1983, 27.3, 30.9, 21.9
Grand Rapids, 01, 14, 1983, 31.5, 35.1, 24.1
Grand Rapids, 01, 15, 1983, 27.3, 35.1, 21.0
Grand Rapids, 01, 16, 1983, 18.3, 30.0, 10.0
Grand Rapids, 01, 17, 1983, 17.8, 25.0, 7.0
Grand Rapids, 01, 18, 1983, 16.5, 23.0, 7.0
Grand Rapids, 01, 19, 1983, 12.4, 24.1, 3.0
Grand Rapids, 01, 20, 1983, 16.9, 28.0, 3.0
Grand Rapids, 01, 21, 1983, 25.8, 36.0, 8.1
Grand Rapids, 01, 22, 1983, 31.8, 37.0, 17.1
Grand Rapids, 01, 23, 1983, 34.2, 36.0, 28.0
Grand Rapids, 01, 24, 1983, 34.9, 37.0, 33.1
Grand Rapids, 01, 25, 1983, 30.5, 37.0, 26.1
Grand Rapids, 01, 26, 1983, 22.0, 35.1, 18.0
Grand Rapids, 01, 27, 1983, 16.3, 27.0, 5.0
Grand Rapids, 01, 28, 1983, 27.6, 36.0, 21.0
Grand Rapids, 01, 29, 1983, 33.0, 42.1, 23.0
Grand Rapids, 01, 30, 1983, 35.8, 42.1, 25.0
Grand Rapids, 01, 31, 1983, 31.3, 39.0, 28.9
Grand Rapids, 02, 01, 1983, 30.4, 33.1, 25.0
Grand Rapids, 02, 02, 1983, 32.3, 37.0, 25.0
Grand Rapids, 02, 03, 1983, 33.7, 39.9, 27.0
Grand Rapids, 02, 04, 1983, 23.9, 37.0, 21.0
Grand Rapids, 02, 05, 1983, 22.4, 28.9, 16.0
Grand Rapids, 02, 06, 1983, 25.4, 28.9, 17.1
Grand Rapids, 02, 07, 1983, 25.1, 32.0, 19.0
Grand Rapids, 02, 08, 1983, 26.7, 32.0, 19.0
Grand Rapids, 02, 09, 1983, 28.1, 30.0, 21.9
Grand Rapids, 02, 10, 1983, 22.8, 30.0, 18.0
Grand Rapids, 02, 11, 1983, 20.5, 28.0, 12.9
Grand Rapids, 02, 12, 1983, 18.7, 30.9, 5.9
Grand Rapids, 02, 13, 1983, 26.5, 37.9, 18.0
Grand Rapids, 02, 14, 1983, 31.1, 41.0, 17.1
Grand Rapids, 02, 15, 1983, 35.6, 42.1, 23.0
Grand Rapids, 02, 16, 1983, 36.5, 42.1, 33.1
Grand Rapids, 02, 17, 1983, 36.3, 42.1, 32.9
Grand Rapids, 02, 18, 1983, 35.1, 39.9, 30.0
Grand Rapids, 02, 19, 1983, 38.1, 48.9, 30.0
Grand Rapids, 02, 20, 1983, 43.7, 59.0, 30.0
Grand Rapids, 02, 21, 1983, 39.6, 60.1, 30.0
Grand Rapids, 02, 22, 1983, 37.7, 48.0, 30.0
Grand Rapids, 02, 23, 1983, 37.6, 45.0, 33.1
Grand Rapids, 02, 24, 1983, 31.1, 44.1, 28.0
Grand Rapids, 02, 25, 1983, 24.7, 35.1, 17.1
Grand Rapids, 02, 26, 1983, 26.2, 39.0, 15.1
Grand Rapids, 02, 27, 1983, 35.6, 46.9, 15.1
Grand Rapids, 02, 28, 1983, 38.2, 52.0, 25.0
Grand Rapids, 03, 01, 1983, 37.4, 53.1, 23.9
Grand Rapids, 03, 02, 1983, 41.6, 59.0, 24.1
Grand Rapids, 03, 03, 1983, 48.3, 70.0, 28.0
Grand Rapids, 03, 04, 1983, 57.1, 72.0, 33.1
Grand Rapids, 03, 05, 1983, 51.5, 68.0, 41.0
Grand Rapids, 03, 06, 1983, 56.5, 68.0, 41.0
Grand Rapids, 03, 07, 1983, 55.9, 68.0, 48.0
Grand Rapids, 03, 08, 1983, 47.2, 64.9, 37.9
Grand Rapids, 03, 09, 1983, 33.8, 51.1, 30.0
Grand Rapids, 03, 10, 1983, 32.7, 37.0, 28.9
Grand Rapids, 03, 11, 1983, 33.6, 44.1, 27.0
Grand Rapids, 03, 12, 1983, 33.0, 46.9, 21.0
Grand Rapids, 03, 13, 1983, 34.6, 50.0, 21.0
Grand Rapids, 03, 14, 1983, 43.7, 51.1, 39.9
Grand Rapids, 03, 15, 1983, 37.6, 46.0, 27.0
Grand Rapids, 03, 16, 1983, 41.0, 52.0, 27.0
Grand Rapids, 03, 17, 1983, 42.4, 55.0, 30.0
Grand Rapids, 03, 18, 1983, 43.7, 55.9, 33.1
Grand Rapids, 03, 19, 1983, 40.3, 48.9, 34.0
Grand Rapids, 03, 20, 1983, 29.5, 43.0, 26.1
Grand Rapids, 03, 21, 1983, 24.3, 32.0, 19.9
Grand Rapids, 03, 22, 1983, 22.9, 28.9, 18.0
Grand Rapids, 03, 23, 1983, 20.9, 30.9, 3.9
Grand Rapids, 03, 24, 1983, 20.8, 32.0, 3.9
Grand Rapids, 03, 25, 1983, 19.3, 30.0, 3.9
Grand Rapids, 03, 26, 1983, 27.3, 39.0, 7.0
Grand Rapids, 03, 27, 1983, 35.5, 41.0, 19.0
Grand Rapids, 03, 28, 1983, 35.6, 41.0, 32.0
Grand Rapids, 03, 29, 1983, 29.0, 42.1, 21.9
Grand Rapids, 03, 30, 1983, 29.5, 39.0, 21.9
Grand Rapids, 03, 31, 1983, 34.2, 44.1, 23.0
Grand Rapids, 04, 01, 1983, 38.8, 48.0, 24.1
Grand Rapids, 04, 02, 1983, 38.9, 50.0, 33.1
Grand Rapids, 04, 03, 1983, 39.4, 46.0, 34.0
Grand Rapids, 04, 04, 1983, 39.4, 46.9, 36.0
Grand Rapids, 04, 05, 1983, 40.5, 50.0, 34.0
Grand Rapids, 04, 06, 1983, 40.6, 51.1, 35.1
Grand Rapids, 04, 07, 1983, 43.8, 45.0, 37.0
Grand Rapids, 04, 08, 1983, 39.1, 53.1, 26.1
Grand Rapids, 04, 09, 1983, 39.5, 54.0, 26.1
Grand Rapids, 04, 10, 1983, 41.9, 45.0, 35.1
Grand Rapids, 04, 11, 1983, 40.8, 48.0, 34.0
Grand Rapids, 04, 12, 1983, 41.6, 57.0, 25.0
Grand Rapids, 04, 13, 1983, 50.2, 62.1, 43.0
Grand Rapids, 04, 14, 1983, 53.4, 63.0, 42.1
Grand Rapids, 04, 15, 1983, 36.0, 41.0, 32.0
Grand Rapids, 04, 16, 1983, 34.5, 42.1, 24.1
Grand Rapids, 04, 17, 1983, 31.9, 42.1, 23.9
Grand Rapids, 04, 18, 1983, 28.8, 39.9, 21.9
Grand Rapids, 04, 19, 1983, 30.5, 39.9, 21.9
Grand Rapids, 04, 20, 1983, 36.0, 48.9, 21.9
Grand Rapids, 04, 21, 1983, 41.7, 57.9, 21.9
Grand Rapids, 04, 22, 1983, 48.7, 63.0, 25.0
Grand Rapids, 04, 23, 1983, 50.4, 64.9, 32.0
Grand Rapids, 04, 24, 1983, 46.8, 63.0, 32.9
Grand Rapids, 04, 25, 1983, 47.4, 66.0, 30.9
Grand Rapids, 04, 26, 1983, 54.5, 73.9, 30.9
Grand Rapids, 04, 27, 1983, 64.9, 75.9, 57.0
Grand Rapids, 04, 28, 1983, 47.3, 71.1, 41.0
Grand Rapids, 04, 29, 1983, 49.0, 66.0, 34.0
Grand Rapids, 04, 30, 1983, 54.1, 66.9, 50.0
Grand Rapids, 05, 01, 1983, 49.6, 62.1, 39.9
Grand Rapids, 05, 02, 1983, 52.9, 62.1, 39.9
Grand Rapids, 05, 03, 1983, 43.4, 46.9, 39.9
Grand Rapids, 05, 04, 1983, 46.5, 60.1, 34.0
Grand Rapids, 05, 05, 1983, 45.1, 60.1, 28.0
Grand Rapids, 05, 06, 1983, 54.0, 68.0, 28.0
Grand Rapids, 05, 07, 1983, 64.4, 71.1, 59.0
Grand Rapids, 05, 08, 1983, 46.1, 57.9, 36.0
Grand Rapids, 05, 09, 1983, 43.2, 59.0, 28.0
Grand Rapids, 05, 10, 1983, 49.2, 66.9, 28.0
Grand Rapids, 05, 11, 1983, 57.3, 73.9, 30.9
Grand Rapids, 05, 12, 1983, 62.8, 77.0, 39.0
Grand Rapids, 05, 13, 1983, 66.9, 78.1, 46.0
Grand Rapids, 05, 14, 1983, 63.2, 79.0, 54.0
Grand Rapids, 05, 15, 1983, 51.6, 66.0, 44.1
Grand Rapids, 05, 16, 1983, 47.0, 62.1, 34.0
Grand Rapids, 05, 17, 1983, 47.0, 60.1, 32.0
Grand Rapids, 05, 18, 1983, 55.0, 66.9, 32.0
Grand Rapids, 05, 19, 1983, 59.5, 71.1, 44.1
Grand Rapids, 05, 20, 1983, 56.4, 72.0, 51.1
Grand Rapids, 05, 21, 1983, 56.9, 73.0, 45.0
Grand Rapids, 05, 22, 1983, 61.3, 73.9, 45.0
Grand Rapids, 05, 23, 1983, 55.4, 64.9, 52.0
Grand Rapids, 05, 24, 1983, 56.9, 73.9, 41.0
Grand Rapids, 05, 25, 1983, 57.3, 75.0, 41.0
Grand Rapids, 05, 26, 1983, 47.1, 64.0, 35.1
Grand Rapids, 05, 27, 1983, 50.7, 68.0, 34.0
